Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,803392,803152,12.25,12.25
1,64,751408,751281,45.86,45.85
1,256,607612,607554,148.34,148.32
1,512,482488,482439,235.58,235.56
1,1024,342105,342073,334.08,334.05
1,4096,134334,134325,524.74,524.70
1,16384,37329,37325,583.26,583.20
2,16,797815,797611,12.17,12.17
2,64,747724,747643,45.63,45.63
2,256,602463,602376,147.08,147.06
2,512,484439,484374,236.54,236.51
2,1024,337778,337746,329.86,329.83
2,4096,135360,135348,528.75,528.70
2,16384,37427,37423,584.79,584.73
3,16,794620,794425,12.12,12.12
3,64,747565,747461,45.62,45.62
3,256,605635,605580,147.86,147.84
3,512,486806,486760,237.69,237.67
3,1024,345768,345745,337.66,337.64
3,4096,46582,46570,181.96,181.91
3,16384,4583,4586,71.60,71.65
