Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,693301,693297,10.57,10.57
1,64,692083,692078,42.24,42.24
1,256,247134,246914,60.33,60.28
1,512,128154,128054,62.57,62.52
1,1024,65862,65798,64.31,64.25
1,4096,16798,16789,65.61,65.58
1,16384,4224,4222,66.00,65.96
1,65536,1057,1056,66.06,66.00
2,16,706749,705967,10.78,10.77
2,64,681973,681970,41.62,41.62
2,256,247324,246923,60.38,60.28
2,512,128161,127922,62.57,62.46
2,1024,65920,65846,64.37,64.30
2,4096,16801,16787,65.62,65.57
2,16384,4226,4221,66.03,65.95
2,65536,1055,1055,65.93,65.93
3,16,701636,701620,10.70,10.70
3,64,682991,682984,41.68,41.68
3,256,247176,246969,60.34,60.29
3,512,128151,128061,62.57,62.52
3,1024,65877,65803,64.33,64.26
3,4096,16797,16787,65.61,65.57
3,16384,4224,4221,66.00,65.95
3,65536,1056,1055,66.00,65.93
