Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,577749,577501,8.81,8.81
1,64,501209,501082,30.59,30.58
1,256,411588,411500,100.48,100.46
1,512,298711,298664,145.85,145.83
1,1024,235288,235254,229.77,229.74
1,4096,87945,87927,343.53,343.46
1,16384,24990,24986,390.46,390.40
2,16,566896,566622,8.65,8.64
2,64,525986,525692,32.10,32.08
2,256,425643,425552,103.91,103.89
2,512,329817,329780,161.04,161.02
2,1024,239997,239920,234.37,234.29
2,4096,88460,88434,345.54,345.44
2,16384,26209,26203,409.51,409.42
3,16,567666,567480,8.66,8.65
3,64,521567,521389,31.83,31.82
3,256,444110,288811,108.42,70.51
3,512,79812,79750,38.97,38.94
3,1024,10001,9968,9.76,9.73
3,4096,2862,2854,11.17,11.14
3,16384,483,481,7.54,7.51
