Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,559332,559159,8.53,8.53
1,64,549915,549754,33.56,33.55
1,256,423590,423524,103.41,103.39
1,512,331964,331910,162.09,162.06
1,1024,231057,231034,225.64,225.61
1,4096,91493,91481,357.39,357.34
1,16384,26530,26527,414.53,414.48
1,65536,7523,7522,470.18,470.12
2,16,564407,564172,8.61,8.60
2,64,542316,542177,33.10,33.09
2,256,433266,433227,105.77,105.76
2,512,339924,339880,165.97,165.95
2,1024,235928,235878,230.39,230.34
2,4096,92175,92161,360.05,360.00
2,16384,25136,25127,392.75,392.60
2,65536,7693,7691,480.81,480.68
3,16,562873,562638,8.58,8.58
3,64,536361,536179,32.73,32.72
3,256,432956,432869,105.70,105.68
3,512,343473,343406,167.71,167.67
3,1024,260667,260611,254.55,254.50
3,4096,90280,90262,352.65,352.58
3,16384,25454,25450,397.71,397.65
3,65536,7880,7876,492.50,492.25
