Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,819077,818890,12.49,12.49
1,64,779202,779039,47.55,47.54
1,256,636418,636379,155.37,155.36
1,512,515217,515184,251.57,251.55
1,1024,365117,365094,356.55,356.53
1,4096,136647,136639,533.77,533.74
1,16384,36913,36910,576.76,576.71
1,65536,9456,9454,591.00,590.87
2,16,819528,819329,12.50,12.50
2,64,782079,781973,47.73,47.72
2,256,632883,632825,154.51,154.49
2,512,505759,505730,246.95,246.93
2,1024,359939,359921,351.50,351.48
2,4096,140289,140282,548.00,547.97
2,16384,37087,37083,579.48,579.42
2,65536,9448,9447,590.50,590.43
3,16,818452,818277,12.48,12.48
3,64,774553,774436,47.27,47.26
3,256,640028,639967,156.25,156.24
3,512,518887,518853,253.36,253.34
3,1024,340196,340175,332.22,332.20
3,4096,125596,125588,490.60,490.57
3,16384,37041,37040,578.76,578.75
3,65536,9450,9449,590.62,590.56
