Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,691674,691669,10.55,10.55
1,64,670037,670033,40.89,40.89
1,256,607212,607209,148.24,148.24
1,512,473403,473337,231.15,231.12
1,1024,334185,334077,326.35,326.24
1,4096,98672,98670,385.43,385.42
1,16384,27098,27096,423.40,423.37
1,65536,8649,8649,540.56,540.56
2,16,692134,692130,10.56,10.56
2,64,653661,653658,39.89,39.89
2,256,613272,613270,149.72,149.72
2,512,437780,437746,213.75,213.74
2,1024,323323,323312,315.74,315.73
2,4096,104374,104371,407.71,407.69
2,16384,26117,26115,408.07,408.04
2,65536,8683,8683,542.68,542.68
3,16,693869,693865,10.58,10.58
3,64,656164,656162,40.04,40.04
3,256,601771,601442,146.91,146.83
3,512,448809,448705,219.14,219.09
3,1024,332803,332779,325.00,324.97
3,4096,107585,107581,420.25,420.23
3,16384,25786,25784,402.90,402.87
3,65536,8543,8543,533.93,533.93
