Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,802909,802746,12.25,12.24
1,64,746989,746872,45.59,45.58
1,256,563731,563698,137.62,137.62
1,512,461303,461267,225.24,225.22
1,1024,274060,274047,267.63,267.62
1,4096,115913,115907,452.78,452.76
1,16384,30556,30555,477.43,477.42
1,65536,8839,8838,552.43,552.37
2,16,792965,792669,12.09,12.09
2,64,738013,737943,45.04,45.04
2,256,581952,581896,142.07,142.06
2,512,402477,402459,196.52,196.51
2,1024,316272,316250,308.85,308.83
2,4096,116263,116257,454.15,454.12
2,16384,32981,32979,515.32,515.29
2,65536,8934,8934,558.37,558.37
3,16,793942,793750,12.11,12.11
3,64,741809,741722,45.27,45.27
3,256,575930,575875,140.60,140.59
3,512,442217,442193,215.92,215.91
3,1024,163615,159575,159.78,155.83
3,4096,20391,16147,79.65,63.07
3,16384,6013,4322,93.95,67.53
3,65536,982,984,61.37,61.50
