Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,551929,551742,8.42,8.41
1,64,507679,507550,30.98,30.97
1,256,388339,388279,94.80,94.79
1,512,302295,302264,147.60,147.58
1,1024,208900,208874,204.00,203.97
1,4096,75152,75141,293.56,293.51
1,16384,20643,20641,322.54,322.51
1,65536,6456,6456,403.50,403.50
2,16,533470,533295,8.14,8.13
2,64,495034,494894,30.21,30.20
2,256,404408,404350,98.73,98.71
2,512,297679,297632,145.35,145.32
2,1024,206008,205969,201.17,201.14
2,4096,71989,71979,281.20,281.16
2,16384,21544,21541,336.62,336.57
2,65536,6514,6514,407.12,407.12
3,16,540471,540326,8.24,8.24
3,64,524512,524383,32.01,32.00
3,256,383158,383100,93.54,93.53
3,512,293417,293366,143.27,143.24
3,1024,205061,205032,200.25,200.22
3,4096,75250,75244,293.94,293.92
3,16384,22010,22008,343.90,343.87
3,65536,7433,7432,464.56,464.50
