Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,671653,671649,10.24,10.24
1,64,694013,694011,42.35,42.35
1,256,599834,599833,146.44,146.44
1,512,492448,491759,240.45,240.11
1,1024,366975,366918,358.37,358.31
1,4096,101741,101736,397.42,397.40
1,16384,25158,25157,393.09,393.07
1,65536,6299,6299,393.68,393.68
2,16,657086,657085,10.02,10.02
2,64,693129,693125,42.30,42.30
2,256,587409,587407,143.41,143.40
2,512,483864,483151,236.26,235.91
2,1024,374120,374005,365.35,365.23
2,4096,101757,101748,397.48,397.45
2,16384,25159,25157,393.10,393.07
2,65536,6299,6298,393.68,393.62
3,16,690922,690167,10.54,10.53
3,64,638293,638291,38.95,38.95
3,256,563765,563503,137.63,137.57
3,512,485280,485064,236.95,236.84
3,1024,351406,351371,343.16,343.13
3,4096,101348,101342,395.89,395.86
3,16384,25157,25155,393.07,393.04
3,65536,6299,6299,393.68,393.68
