Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,567357,567153,8.65,8.65
1,64,513070,512990,31.31,31.31
1,256,404936,404876,98.86,98.84
1,512,306930,306883,149.86,149.84
1,1024,224340,224319,219.08,219.06
1,4096,81853,81846,319.73,319.71
1,16384,23265,23262,363.51,363.46
1,65536,6411,6410,400.68,400.62
2,16,565850,565668,8.63,8.63
2,64,546632,546502,33.36,33.35
2,256,404354,404278,98.71,98.70
2,512,319460,319410,155.98,155.96
2,1024,210324,210306,205.39,205.37
2,4096,79155,79148,309.19,309.17
2,16384,23110,23108,361.09,361.06
2,65536,6761,6761,422.56,422.56
3,16,558465,558295,8.52,8.51
3,64,515395,515290,31.45,31.45
3,256,385693,385638,94.16,94.14
3,512,312388,312357,152.53,152.51
3,1024,226310,226287,221.00,220.98
3,4096,81016,81009,316.46,316.44
3,16384,21870,21868,341.71,341.68
3,65536,2262,2261,141.37,141.31
