Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,548312,548160,8.36,8.36
1,64,503100,502984,30.70,30.69
1,256,403899,403853,98.60,98.59
1,512,311345,311284,152.02,151.99
1,1024,219861,219841,214.70,214.68
1,4096,75417,75411,294.59,294.57
1,16384,26128,26125,408.25,408.20
1,65536,6626,6625,414.12,414.06
2,16,534546,534375,8.15,8.15
2,64,501291,501197,30.59,30.59
2,256,385097,385064,94.01,94.00
2,512,318434,318410,155.48,155.47
2,1024,215293,215277,210.24,210.23
2,4096,77424,77416,302.43,302.40
2,16384,20245,20244,316.32,316.31
2,65536,1053,834,65.81,52.12
3,16,110424,98235,1.68,1.49
3,64,110437,70235,6.74,4.28
3,256,67976,24871,16.59,6.07
3,512,13949,13813,6.81,6.74
3,1024,7341,7300,7.16,7.12
3,4096,1903,1914,7.43,7.47
3,16384,482,484,7.53,7.56
3,65536,121,121,7.56,7.56
