Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,819301,819098,12.50,12.49
1,64,764285,764182,46.64,46.64
1,256,600128,600077,146.51,146.50
1,512,436273,429873,213.02,209.89
1,1024,225520,224729,220.23,219.46
1,4096,59735,59370,233.33,231.91
1,16384,14159,14155,221.23,221.17
1,65536,3635,3623,227.18,226.43
2,16,797106,796821,12.16,12.15
2,64,755959,755771,46.14,46.12
2,256,594160,594110,145.05,145.04
2,512,434475,418396,212.14,204.29
2,1024,232674,218769,227.22,213.64
2,4096,58427,58263,228.23,227.58
2,16384,14395,14376,224.92,224.62
2,65536,3720,3712,232.50,232.00
3,16,799661,799443,12.20,12.19
3,64,743720,743658,45.39,45.38
3,256,609409,609370,148.78,148.77
3,512,431600,417314,210.74,203.76
3,1024,225736,223023,220.44,217.79
3,4096,57377,57274,224.12,223.72
3,16384,14867,14824,232.29,231.62
3,65536,3782,3757,236.37,234.81
