Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,955308,954991,14.57,14.57
1,64,892582,892437,54.47,54.47
1,256,731621,719809,178.61,175.73
1,512,424946,420139,207.49,205.14
1,1024,219449,217223,214.30,212.13
1,4096,58920,58749,230.15,229.48
1,16384,14841,14838,231.89,231.84
1,65536,5001,4961,312.56,310.06
2,16,949946,949681,14.49,14.49
2,64,894547,894439,54.59,54.59
2,256,736597,736269,179.83,179.75
2,512,417194,409161,203.70,199.78
2,1024,220160,218912,215.00,213.78
2,4096,58035,58018,226.69,226.63
2,16384,14854,14847,232.09,231.98
2,65536,4955,4906,309.68,306.62
3,16,954910,954540,14.57,14.56
3,64,877659,877533,53.56,53.56
3,256,725249,725078,177.06,177.02
3,512,426657,426536,208.32,208.26
3,1024,226428,224353,221.12,219.09
3,4096,57999,57572,226.55,224.89
3,16384,14481,14476,226.26,226.18
3,65536,4948,4946,309.25,309.12
