Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,343448,171370,5.24,2.61
1,64,344670,172328,21.03,10.51
1,256,343528,171783,83.86,41.93
1,512,323958,161998,158.18,79.10
1,1024,324880,162139,317.26,158.33
2,16,332530,166293,5.07,2.53
2,64,338628,169311,20.66,10.33
2,256,319812,159885,78.07,39.03
2,512,329802,164893,161.03,80.51
2,1024,308881,154461,301.64,150.84
3,16,332710,166297,5.07,2.53
3,64,331822,165926,20.25,10.12
3,256,328638,164064,80.23,40.05
3,512,310394,155202,151.55,75.78
3,1024,323678,161890,316.09,158.09
