Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,346310,173144,5.28,2.64
1,64,324770,162351,19.82,9.90
1,256,322730,161519,78.79,39.43
1,512,331506,165231,161.86,80.67
1,1024,325790,162814,318.15,158.99
2,16,353266,176621,5.39,2.69
2,64,327344,163471,19.97,9.97
2,256,343740,171730,83.92,41.92
2,512,324630,162343,158.51,79.26
2,1024,323110,161537,315.53,157.75
3,16,322360,161169,4.91,2.45
3,64,348190,174068,21.25,10.62
3,256,310416,155251,75.78,37.90
3,512,328178,164072,160.24,80.11
3,1024,307470,153881,300.26,150.27
