Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,357502,179420,5.45,2.73
1,64,319914,159962,19.52,9.76
1,256,343594,179113,83.88,43.72
1,512,333190,165941,162.69,81.02
1,1024,329290,164463,321.57,160.60
2,16,337382,168679,5.14,2.57
2,64,328368,164214,20.04,10.02
2,256,341142,176992,83.28,43.21
2,512,348630,172037,170.22,84.00
2,1024,286640,143885,279.92,140.51
3,16,347914,173811,5.30,2.65
3,64,346806,181942,21.16,11.10
3,256,338218,173100,82.57,42.26
3,512,345158,170677,168.53,83.33
3,1024,312832,156107,305.50,152.44
