Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,371532,240378,5.66,3.66
1,64,347606,211726,21.21,12.92
1,256,363120,182435,88.65,44.53
1,512,340474,169729,166.24,82.87
1,1024,250684,125216,244.80,122.28
2,16,367182,245822,5.60,3.75
2,64,352532,216198,21.51,13.19
2,256,364304,180609,88.94,44.09
2,512,318544,157010,155.53,76.66
2,1024,249954,125200,244.09,122.26
3,16,335598,167800,5.12,2.56
3,64,359304,183594,21.93,11.20
3,256,350248,175795,85.50,42.91
3,512,319824,159844,156.16,78.04
3,1024,260172,130396,254.07,127.33
