Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,333053,165914,5.08,2.53
1,64,330202,165076,20.15,10.07
1,256,337232,168562,82.33,41.15
1,512,322452,161315,157.44,78.76
1,1024,333178,166590,325.36,162.68
2,16,328862,164453,5.01,2.50
2,64,355624,177800,21.70,10.85
2,256,319414,159682,77.98,38.98
2,512,327482,163703,159.90,79.93
2,1024,332896,165739,325.09,161.85
3,16,333154,166655,5.08,2.54
3,64,324882,162351,19.82,9.90
3,256,337770,168895,82.46,41.23
3,512,335064,167827,163.60,81.94
3,1024,335662,167974,327.79,164.03
