Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,307034,153166,4.68,2.33
1,64,279146,140095,17.03,8.55
1,256,193734,96904,47.29,23.65
1,512,260084,130065,126.99,63.50
1,1024,229628,115300,224.24,112.59
2,16,271770,135707,4.14,2.07
2,64,293430,146473,17.90,8.94
2,256,271858,134503,66.37,32.83
2,512,272730,136125,133.16,66.46
2,1024,284178,142104,277.51,138.77
3,16,296878,148442,4.52,2.26
3,64,285368,142661,17.41,8.70
3,256,207128,103305,50.56,25.22
3,512,264660,132573,129.22,64.73
3,1024,219424,110008,214.28,107.42
