Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,345708,172777,5.27,2.63
1,64,332298,166113,20.28,10.13
1,256,318336,159390,77.71,38.91
1,512,310910,155406,151.81,75.88
1,1024,313524,156526,306.17,152.85
2,16,343008,171485,5.23,2.61
2,64,328040,164048,20.02,10.01
2,256,333184,166583,81.34,40.66
2,512,299756,149971,146.36,73.22
2,1024,319288,159730,311.80,155.98
3,16,325970,162996,4.97,2.48
3,64,336806,168420,20.55,10.27
3,256,324294,162252,79.17,39.61
3,512,310178,154991,151.45,75.67
3,1024,318360,158996,310.89,155.26
