Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,187710,94049,2.86,1.43
1,64,269259,135043,16.43,8.24
1,256,199392,99730,48.67,24.34
1,512,176206,87787,86.03,42.86
1,1024,269410,135322,263.09,132.15
2,16,183976,91988,2.80,1.40
2,64,185572,92954,11.32,5.67
2,256,248994,124663,60.78,30.43
2,512,178866,89594,87.33,43.74
2,1024,262972,132076,256.80,128.98
3,16,302656,151917,4.61,2.31
3,64,202078,101013,12.33,6.16
3,256,254510,128268,62.13,31.31
3,512,264544,132285,129.17,64.59
3,1024,283498,141921,276.85,138.59
