Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,350458,174659,5.34,2.66
1,64,337094,168557,20.57,10.28
1,256,347924,177422,84.94,43.31
1,512,346684,174876,169.27,85.38
1,1024,275574,137465,269.11,134.24
2,16,342220,171132,5.22,2.61
2,64,341676,197460,20.85,12.05
2,256,348388,174233,85.05,42.53
2,512,345766,173519,168.83,84.72
2,1024,274110,137020,267.68,133.80
3,16,360510,180291,5.50,2.75
3,64,370332,189610,22.60,11.57
3,256,347160,174015,84.75,42.48
3,512,345284,172900,168.59,84.42
3,1024,283498,141800,276.85,138.47
