Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,346389,173187,5.28,2.64
1,64,341828,170934,20.86,10.43
1,256,324632,162062,79.25,39.56
1,512,323212,161780,157.81,78.99
1,1024,326522,163192,318.86,159.36
2,16,333144,166739,5.08,2.54
2,64,327808,163934,20.00,10.00
2,256,332198,166160,81.10,40.56
2,512,338302,169190,165.18,82.61
2,1024,334730,167434,326.88,163.50
3,16,335080,167558,5.11,2.55
3,64,342796,171445,20.92,10.46
3,256,319752,160113,78.06,39.09
3,512,331286,165622,161.76,80.87
3,1024,332778,165878,324.97,161.99
