Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,833565,833431,12.71,12.71
1,64,763775,763659,46.61,46.61
1,256,645974,645917,157.70,157.69
1,512,485701,485663,237.15,237.14
1,1024,322717,322693,315.15,315.12
1,4096,127578,127572,498.35,498.32
1,16384,35375,35373,552.73,552.70
1,65536,9426,9426,589.12,589.12
2,16,833796,833645,12.72,12.72
2,64,769767,769654,46.98,46.97
2,256,634989,634931,155.02,155.01
2,512,500476,500441,244.37,244.35
2,1024,305548,305528,298.38,298.36
2,4096,126922,126917,495.78,495.76
2,16384,35342,35341,552.21,552.20
2,65536,9365,9364,585.31,585.25
3,16,827896,827748,12.63,12.63
3,64,769172,769063,46.94,46.93
3,256,607524,607471,148.32,148.30
3,512,509187,509128,248.62,248.59
3,1024,365202,365168,356.64,356.60
3,4096,114986,114977,449.16,449.12
3,16384,35696,35694,557.75,557.71
3,65536,9389,9388,586.81,586.75
