Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,591954,591753,9.03,9.02
1,64,528282,528154,32.24,32.23
1,256,418903,418854,102.27,102.25
1,512,323289,323250,157.85,157.83
1,1024,218992,218973,213.85,213.84
1,4096,83518,83512,326.24,326.21
1,16384,22861,22858,357.20,357.15
1,65536,6667,6667,416.68,416.68
2,16,615124,614954,9.38,9.38
2,64,533114,533024,32.53,32.53
2,256,425622,425572,103.91,103.89
2,512,329356,329315,160.81,160.79
2,1024,221805,221790,216.60,216.59
2,4096,83551,83545,326.37,326.34
2,16384,22178,22176,346.53,346.50
2,65536,7064,7063,441.50,441.43
3,16,583099,582920,8.89,8.89
3,64,541160,541059,33.02,33.02
3,256,413355,413307,100.91,100.90
3,512,320333,320295,156.41,156.39
3,1024,227362,227342,222.03,222.01
3,4096,87416,87406,341.46,341.42
3,16384,22852,22850,357.06,357.03
3,65536,1498,1497,93.62,93.56
