Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,577578,577412,8.81,8.81
1,64,525848,525724,32.09,32.08
1,256,443185,443099,108.19,108.17
1,512,321261,321226,156.86,156.84
1,1024,236856,236834,231.30,231.28
1,4096,78608,78599,307.06,307.02
1,16384,22408,22406,350.12,350.09
2,16,567635,567422,8.66,8.65
2,64,524244,524122,31.99,31.98
2,256,409428,409319,99.95,99.93
2,512,330830,330793,161.53,161.52
2,1024,222635,222601,217.41,217.38
2,4096,80669,80661,315.11,315.08
2,16384,27050,27047,422.65,422.60
3,16,565095,564940,8.62,8.62
3,64,523281,523140,31.93,31.92
3,256,333829,333717,81.50,81.47
3,512,30899,30908,15.08,15.09
3,1024,7349,7396,7.17,7.22
3,4096,1898,1932,7.41,7.54
3,16384,10486,7037,163.84,109.95
