Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,839224,839028,12.80,12.80
1,64,791926,791802,48.33,48.32
1,256,647361,647319,158.04,158.03
1,512,516356,516308,252.12,252.10
1,1024,374325,374302,365.55,365.52
1,4096,133735,133723,522.40,522.35
1,16384,37342,37334,583.46,583.34
1,65536,9436,9435,589.75,589.68
2,16,839130,838901,12.80,12.80
2,64,791249,791063,48.29,48.28
2,256,640103,640052,156.27,156.26
2,512,499002,498969,243.65,243.63
2,1024,360355,360328,351.90,351.88
2,4096,137200,137192,535.93,535.90
2,16384,36928,36926,577.00,576.96
2,65536,9455,9454,590.93,590.87
3,16,836837,836597,12.76,12.76
3,64,790373,790229,48.24,48.23
3,256,646584,646525,157.85,157.84
3,512,514538,514491,251.23,251.21
3,1024,370217,370199,361.54,361.52
3,4096,136029,136021,531.36,531.33
3,16384,36949,36947,577.32,577.29
3,65536,9313,9313,582.06,582.06
