Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,572151,571922,8.73,8.72
1,64,530108,529981,32.35,32.34
1,256,410535,410490,100.22,100.21
1,512,318993,318960,155.75,155.74
1,1024,220158,220145,214.99,214.98
1,4096,75887,75878,296.43,296.39
1,16384,22200,22199,346.87,346.85
1,65536,6495,6494,405.93,405.87
2,16,576537,576366,8.79,8.79
2,64,518502,518409,31.64,31.64
2,256,407889,407837,99.58,99.56
2,512,340845,340799,166.42,166.40
2,1024,223959,223941,218.70,218.69
2,4096,78141,78136,305.23,305.21
2,16384,23396,23394,365.56,365.53
2,65536,6387,6386,399.18,399.12
3,16,593391,593231,9.05,9.05
3,64,520904,520788,31.79,31.78
3,256,418721,418660,102.22,102.21
3,512,309943,309911,151.33,151.32
3,1024,225808,225784,220.51,220.49
3,4096,81158,81153,317.02,317.00
3,16384,22645,22643,353.82,353.79
3,65536,6414,6414,400.87,400.87
