Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,1013970,1013526,15.47,15.46
1,64,844416,844288,51.53,51.53
1,256,773480,773386,188.83,188.81
1,512,636493,636439,310.78,310.76
1,1024,398888,398825,389.53,389.47
1,4096,100108,100079,391.04,390.93
1,16384,25157,25151,393.07,392.98
1,65536,6298,6297,393.62,393.56
2,16,1008430,1008100,15.38,15.38
2,64,944998,944840,57.67,57.66
2,256,778228,778179,189.99,189.98
2,512,625331,625289,305.33,305.31
2,1024,398737,398683,389.39,389.33
2,4096,100101,100080,391.01,390.93
2,16384,25161,25153,393.14,393.01
2,65536,6298,6297,393.62,393.56
3,16,1012871,1012726,15.45,15.45
3,64,940834,940715,57.42,57.41
3,256,776527,776436,189.58,189.55
3,512,617283,617129,301.40,301.33
3,1024,398702,398616,389.35,389.27
3,4096,100101,100077,391.01,390.92
3,16384,25161,25152,393.14,393.00
3,65536,6298,6296,393.62,393.50
