Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,705116,705114,10.75,10.75
1,64,682856,682853,41.67,41.67
1,256,603486,603484,147.33,147.33
1,512,475599,475388,232.22,232.12
1,1024,334684,334631,326.83,326.78
1,4096,100507,100503,392.60,392.58
1,16384,26247,26246,410.10,410.09
1,65536,8547,8547,534.18,534.18
2,16,710351,709870,10.83,10.83
2,64,687063,687060,41.93,41.93
2,256,622416,622413,151.95,151.95
2,512,479515,479511,234.13,234.13
2,1024,337907,337875,329.98,329.95
2,4096,108529,108524,423.94,423.92
2,16384,27560,27558,430.62,430.59
2,65536,8387,8386,524.18,524.12
3,16,718633,718628,10.96,10.96
3,64,689000,688996,42.05,42.05
3,256,625976,625948,152.82,152.81
3,512,504551,504506,246.36,246.34
3,1024,336324,336300,328.44,328.41
3,4096,104468,104463,408.07,408.05
3,16384,26157,26156,408.70,408.68
3,65536,8359,8359,522.43,522.43
