Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,343916,171958,5.24,2.62
1,64,349130,174575,21.30,10.65
1,256,343306,171720,83.81,41.92
1,512,342554,171025,167.26,83.50
1,1024,336488,168236,328.60,164.29
2,16,328302,164135,5.00,2.50
2,64,340840,170402,20.80,10.40
2,256,341900,170918,83.47,41.72
2,512,341618,170818,166.80,83.40
2,1024,333490,166557,325.67,162.65
3,16,350356,175161,5.34,2.67
3,64,337886,168982,20.62,10.31
3,256,333694,166854,81.46,40.73
3,512,333538,166780,162.86,81.43
3,1024,340492,170225,332.51,166.23
