Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,358122,190907,5.46,2.91
1,64,358504,190223,21.88,11.61
1,256,341766,170847,83.43,41.71
1,512,310508,153698,151.61,75.04
1,1024,269660,135198,263.33,132.02
2,16,342058,171049,5.21,2.61
2,64,365608,220187,22.31,13.43
2,256,337048,173374,82.28,42.32
2,512,348614,173394,170.22,84.66
2,1024,274216,137047,267.78,133.83
3,16,345808,172836,5.27,2.63
3,64,345592,172750,21.09,10.54
3,256,339354,176983,82.85,43.20
3,512,340556,172654,166.28,84.30
3,1024,264984,132300,258.77,129.19
