Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,270540,135683,4.12,2.07
1,64,257654,128684,15.72,7.85
1,256,282120,141033,68.87,34.43
1,512,185802,92882,90.72,45.35
1,1024,291804,146286,284.96,142.85
2,16,271752,135817,4.14,2.07
2,64,264390,132175,16.13,8.06
2,256,227516,114095,55.54,27.85
2,512,224542,112557,109.63,54.95
2,1024,179080,89473,174.88,87.37
3,16,221882,111409,3.38,1.69
3,64,260392,130603,15.89,7.97
3,256,258918,129403,63.21,31.59
3,512,266638,131984,130.19,64.44
3,1024,265218,132937,259.00,129.82
