Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,351604,175600,5.36,2.67
1,64,365118,182926,22.28,11.16
1,256,338474,169789,82.63,41.45
1,512,340480,170267,166.25,83.13
1,1024,263572,131795,257.39,128.70
2,16,350438,175222,5.34,2.67
2,64,362774,201129,22.14,12.27
2,256,346966,179913,84.70,43.92
2,512,345788,169936,168.84,82.97
2,1024,269292,134258,262.98,131.11
3,16,361736,226126,5.51,3.45
3,64,345250,172614,21.07,10.53
3,256,333432,166914,81.40,40.75
3,512,296056,148033,144.55,72.28
3,1024,272776,136426,266.38,133.22
