Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,332178,166075,5.06,2.53
1,64,337908,168941,20.62,10.31
1,256,354538,177304,86.55,43.28
1,512,348786,174093,170.30,85.00
1,1024,346734,173193,338.60,169.13
2,16,333920,166940,5.09,2.54
2,64,305232,152548,18.62,9.31
2,256,337384,168992,82.36,41.25
2,512,338014,168999,165.04,82.51
2,1024,324432,162219,316.82,158.41
3,16,263476,131748,4.02,2.01
3,64,336090,168052,20.51,10.25
3,256,348532,174329,85.09,42.56
3,512,349950,175033,170.87,85.46
3,1024,333858,166940,326.03,163.02
