Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,328404,164126,5.01,2.50
1,64,344702,172340,21.03,10.51
1,256,264092,131960,64.47,32.21
1,512,337168,168570,164.63,82.30
1,1024,324274,162105,316.67,158.30
2,16,334590,167352,5.10,2.55
2,64,348916,174291,21.29,10.63
2,256,344200,171661,84.03,41.90
2,512,327236,163704,159.78,79.93
2,1024,326824,163266,319.16,159.43
3,16,343090,171430,5.23,2.61
3,64,263790,131903,16.10,8.05
3,256,311206,155622,75.97,37.99
3,512,330894,165448,161.56,80.78
3,1024,236712,118987,231.16,116.19
