Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,346856,178687,5.29,2.72
1,64,373950,191527,22.82,11.68
1,256,349902,182754,85.42,44.61
1,512,352216,177072,171.98,86.46
1,1024,261740,131026,255.60,127.95
2,16,348942,183386,5.32,2.79
2,64,340474,170249,20.78,10.39
2,256,340944,173752,83.23,42.41
2,512,340986,170599,166.49,83.30
2,1024,302736,151578,295.64,148.02
3,16,348396,174170,5.31,2.65
3,64,349630,175748,21.33,10.72
3,256,334864,166747,81.75,40.70
3,512,352018,176006,171.88,85.94
3,1024,262534,131232,256.38,128.15
