Run,Size,RateLimit,Min,Median,P75,P95,P99,PubRate,PubBW,ConBW
1,16,10,0.27,0.31,0.33,0.35,0.38,10,0.00,0.00
1,16,100,0.19,0.32,0.33,0.35,0.39,100,0.00,0.00
1,16,1000,0.16,0.24,0.34,0.35,0.35,1000,0.01,0.01
1,16,5000,0.14,0.24,0.28,0.46,0.53,4998,0.07,0.07
1,16,10000,0.14,0.27,0.30,0.34,0.41,9994,0.15,0.15
1,16,50000,0.15,0.42,0.48,0.67,0.72,49870,0.76,0.76
1,16,100000,0.15,0.72,0.73,0.76,1.53,99479,1.51,1.51
1,16,250000,0.29,0.94,0.99,1.28,12.49,246770,3.76,3.76
1,16,500000,0.49,8.06,38.34,64.87,73.03,488880,7.45,7.45
2,16,10,0.19,0.28,0.29,0.33,0.40,10,0.00,0.00
2,16,100,0.18,0.30,0.31,0.34,0.43,100,0.00,0.00
2,16,1000,0.14,0.21,0.24,0.31,0.40,1000,0.01,0.01
2,16,5000,0.14,0.24,0.28,0.41,0.46,4998,0.07,0.07
2,16,10000,0.15,0.28,0.30,0.34,0.45,9994,0.15,0.15
2,16,50000,0.15,0.38,0.41,0.46,0.59,49874,0.76,0.76
2,16,100000,0.15,0.58,0.61,0.71,1.82,99494,1.51,1.51
2,16,250000,0.17,0.96,1.02,1.24,10.36,246782,3.76,3.76
2,16,500000,0.25,56.79,68.46,75.59,80.50,450971,6.88,6.86
3,16,10,0.25,0.33,0.34,0.35,0.37,10,0.00,0.00
3,16,100,0.19,0.35,0.49,0.53,0.56,100,0.00,0.00
3,16,1000,0.14,0.22,0.25,0.35,0.36,1000,0.01,0.01
3,16,5000,0.15,0.26,0.28,0.32,0.43,4998,0.07,0.07
3,16,10000,0.15,0.27,0.30,0.34,0.46,9994,0.15,0.15
3,16,50000,0.16,0.40,0.43,0.48,0.59,49874,0.76,0.76
3,16,100000,0.15,0.57,0.60,0.68,1.87,99488,1.51,1.51
