Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,682924,682742,10.42,10.41
1,64,649726,649642,39.65,39.65
1,256,557806,557753,136.18,136.17
1,512,471065,471022,230.01,229.99
1,1024,376446,376428,367.62,367.60
1,4096,148768,148563,581.12,580.32
1,16384,36323,36321,567.54,567.51
1,65536,9461,9458,591.31,591.12
2,16,675152,674883,10.30,10.29
2,64,642064,641875,39.18,39.17
2,256,555988,555934,135.73,135.72
2,512,478098,478077,233.44,233.43
2,1024,390932,390908,381.76,381.74
2,4096,149248,149159,583.00,582.65
2,16384,37734,37719,589.59,589.35
2,65536,9460,9458,591.25,591.12
3,16,668874,668716,10.20,10.20
3,64,640785,640670,39.11,39.10
3,256,560139,560084,136.75,136.73
3,512,485742,485699,237.17,237.15
3,1024,375313,375283,366.51,366.48
3,4096,149180,149129,582.73,582.53
3,16384,36983,36981,577.85,577.82
3,65536,9459,9457,591.18,591.06
