Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,374986,374731,5.72,5.71
1,64,333829,333730,20.37,20.36
1,256,298362,298324,72.84,72.83
1,512,250522,250483,122.32,122.30
1,1024,180256,180235,176.03,176.01
1,4096,76106,76099,297.28,297.26
1,16384,26419,26417,412.79,412.76
1,65536,6731,6731,420.68,420.68
2,16,398182,397899,6.07,6.07
2,64,326835,326671,19.94,19.93
2,256,300733,300687,73.42,73.40
2,512,287413,287375,140.33,140.31
2,1024,178369,178352,174.18,174.17
2,4096,79006,79000,308.61,308.59
2,16384,22807,22804,356.35,356.31
2,65536,7454,7453,465.87,465.81
3,16,345892,345723,5.27,5.27
3,64,340396,340306,20.77,20.77
3,256,291871,291828,71.25,71.24
3,512,246721,246686,120.46,120.45
3,1024,163947,163932,160.10,160.08
3,4096,85319,85313,333.27,333.25
3,16384,23885,23882,373.20,373.15
3,65536,7604,7603,475.25,475.18
