Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,336122,335952,5.12,5.12
1,64,319347,319239,19.49,19.48
1,256,316365,316276,77.23,77.21
1,512,255050,255021,124.53,124.52
1,1024,189022,188984,184.59,184.55
1,4096,77259,77250,301.79,301.75
1,16384,19487,19485,304.48,304.45
1,65536,6382,6381,398.87,398.81
2,16,353608,353402,5.39,5.39
2,64,325942,325804,19.89,19.88
2,256,305065,305027,74.47,74.46
2,512,245676,245626,119.95,119.93
2,1024,182774,182754,178.49,178.47
2,4096,74226,74219,289.94,289.91
2,16384,21429,21428,334.82,334.81
2,65536,5406,5087,337.87,317.93
3,16,345540,345350,5.27,5.26
3,64,349375,122168,21.32,7.45
3,256,195920,40434,47.83,9.87
3,512,14219,0,6.94,0
3,1024,7367,0,7.19,0
3,4096,1925,0,7.51,0
3,16384,486,0,7.59,0
3,65536,122,0,7.62,0
