Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,503345,503132,7.68,7.67
1,64,483714,483621,29.52,29.51
1,256,416138,416102,101.59,101.58
1,512,349375,349325,170.59,170.56
1,1024,260284,260267,254.18,254.16
1,4096,110809,110801,432.84,432.81
1,16384,31366,31362,490.09,490.03
1,65536,7889,7889,493.06,493.06
2,16,499236,499046,7.61,7.61
2,64,484298,484203,29.55,29.55
2,256,415899,415851,101.53,101.52
2,512,346185,346161,169.03,169.02
2,1024,259086,259075,253.01,253.00
2,4096,108865,108858,425.25,425.22
2,16384,27874,27873,435.53,435.51
2,65536,7998,7998,499.87,499.87
3,16,508127,507872,7.75,7.74
3,64,484572,484452,29.57,29.56
3,256,416132,416085,101.59,101.58
3,512,344877,344859,168.39,168.38
3,1024,257071,257061,251.04,251.03
3,4096,107799,107793,421.08,421.06
3,16384,20801,17319,325.01,270.60
3,65536,2601,1594,162.56,99.62
