Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,342225,342076,5.22,5.21
1,64,328779,328650,20.06,20.05
1,256,299519,299477,73.12,73.11
1,512,217090,217059,106.00,105.98
1,1024,199950,199926,195.26,195.24
1,4096,84752,84742,331.06,331.02
1,16384,20338,20335,317.78,317.73
1,65536,5883,5882,367.68,367.62
2,16,333244,333067,5.08,5.08
2,64,320100,320000,19.53,19.53
2,256,322205,322154,78.66,78.65
2,512,243008,242945,118.65,118.62
2,1024,185732,185696,181.37,181.34
2,4096,70785,70779,276.50,276.48
2,16384,23321,23319,364.39,364.35
2,65536,7238,7237,452.37,452.31
3,16,350420,350230,5.34,5.34
3,64,344975,344890,21.05,21.05
3,256,286587,286537,69.96,69.95
3,512,250689,250654,122.40,122.38
3,1024,180829,180809,176.59,176.57
3,4096,64987,64982,253.85,253.83
3,16384,24127,24126,376.98,376.96
3,65536,5487,5486,342.93,342.87
