Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,395199,394978,6.03,6.02
1,64,520189,520094,31.74,31.74
1,256,444108,444067,108.42,108.41
1,512,382139,382106,186.59,186.57
1,1024,276267,276250,269.79,269.77
1,4096,120113,120106,469.19,469.16
1,16384,34200,34198,534.37,534.34
1,65536,7893,7893,493.31,493.31
2,16,438950,438767,6.69,6.69
2,64,413390,413297,25.23,25.22
2,256,434708,434663,106.12,106.11
2,512,377530,377501,184.34,184.32
2,1024,290238,290221,283.43,283.41
2,4096,127618,127611,498.50,498.48
2,16384,34289,34287,535.76,535.73
2,65536,7888,7888,493.00,493.00
3,16,445704,445504,6.80,6.79
3,64,516891,516770,31.54,31.54
3,256,443239,443208,108.21,108.20
3,512,377647,377611,184.39,184.38
3,1024,293346,293333,286.47,286.45
3,4096,116910,116903,456.67,456.65
3,16384,35507,35505,554.79,554.76
3,65536,7893,7893,493.31,493.31
