Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,532590,532181,8.12,8.12
1,64,500540,500237,30.55,30.53
1,256,420383,420298,102.63,102.61
1,512,349405,349379,170.60,170.59
1,1024,268746,268728,262.44,262.42
1,4096,103446,103439,404.08,404.05
1,16384,30855,30853,482.10,482.07
1,65536,6725,6724,420.31,420.25
2,16,520866,520226,7.94,7.93
2,64,495723,495432,30.25,30.23
2,256,420293,420230,102.61,102.59
2,512,351167,351139,171.46,171.45
2,1024,258924,258909,252.85,252.84
2,4096,111287,111283,434.71,434.69
2,16384,29774,29772,465.21,465.18
2,65536,6778,6777,423.62,423.56
3,16,530477,530014,8.09,8.08
3,64,503882,503745,30.75,30.74
3,256,418591,418537,102.19,102.18
3,512,344743,344707,168.33,168.31
3,1024,266514,266489,260.26,260.24
3,4096,107326,107322,419.24,419.22
3,16384,27315,27314,426.79,426.78
3,65536,6473,6473,404.56,404.56
