Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,617702,617260,9.42,9.41
1,64,604011,603422,36.86,36.82
1,256,447322,447041,109.20,109.14
1,512,388001,387663,189.45,189.28
1,1024,349521,349497,341.32,341.30
1,4096,135510,135503,529.33,529.30
1,16384,36424,36422,569.12,569.09
1,65536,7004,7003,437.75,437.68
2,16,654438,654291,9.98,9.98
2,64,533483,532859,32.56,32.52
2,256,460353,459848,112.39,112.26
2,512,404914,404705,197.71,197.60
2,1024,345409,345140,337.31,337.05
2,4096,155738,155732,608.35,608.32
2,16384,39611,39609,618.92,618.89
2,65536,8368,8368,523.00,523.00
3,16,606591,605887,9.25,9.24
3,64,569928,569922,34.78,34.78
3,256,481335,481145,117.51,117.46
3,512,415821,415750,203.03,203.00
3,1024,342040,341253,334.02,333.25
3,4096,151148,151145,590.42,590.41
3,16384,38627,38626,603.54,603.53
3,65536,8515,8515,532.18,532.18
