Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,581504,581349,8.87,8.87
1,64,521336,521231,31.81,31.81
1,256,423164,423073,103.31,103.28
1,512,342324,342283,167.15,167.13
1,1024,252017,251980,246.11,246.07
1,4096,91435,91424,357.16,357.12
1,16384,28330,28328,442.65,442.62
1,65536,7639,7638,477.43,477.37
2,16,560393,560205,8.55,8.54
2,64,530587,530452,32.38,32.37
2,256,421232,421168,102.83,102.82
2,512,349481,349423,170.64,170.61
2,1024,248916,248879,243.08,243.04
2,4096,99451,99436,388.48,388.42
2,16384,27915,27911,436.17,436.10
2,65536,7222,7222,451.37,451.37
3,16,575995,575820,8.78,8.78
3,64,533404,533319,32.55,32.55
3,256,418625,418574,102.20,102.19
3,512,342557,342512,167.26,167.24
3,1024,240063,240027,234.43,234.40
3,4096,96617,96600,377.41,377.34
3,16384,27076,27073,423.06,423.01
3,65536,8355,8354,522.18,522.12
