Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,571656,571447,8.72,8.71
1,64,514286,514125,31.38,31.37
1,256,409534,409409,99.98,99.95
1,512,330538,330453,161.39,161.35
1,1024,237274,237205,231.71,231.64
1,4096,86468,86452,337.76,337.70
1,16384,25810,25802,403.28,403.15
1,65536,7369,7367,460.56,460.43
2,16,575298,575045,8.77,8.77
2,64,514556,514375,31.40,31.39
2,256,431042,430955,105.23,105.21
2,512,339354,339296,165.70,165.67
2,1024,201192,201122,196.47,196.40
2,4096,86681,86665,338.59,338.53
2,16384,26507,26499,414.17,414.04
2,65536,7231,7230,451.93,451.87
3,16,542745,542539,8.28,8.27
3,64,513215,513101,31.32,31.31
3,256,419710,419578,102.46,102.43
3,512,332816,332755,162.50,162.47
3,1024,235290,235255,229.77,229.74
3,4096,90540,90517,353.67,353.58
3,16384,13716,13713,214.31,214.26
3,65536,417,417,26.06,26.06
