Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,716834,716409,10.93,10.93
1,64,708211,707643,43.22,43.19
1,256,623728,623726,152.27,152.27
1,512,535390,535387,261.42,261.41
1,1024,397381,396907,388.06,387.60
1,4096,100100,100035,391.01,390.76
1,16384,25156,25150,393.06,392.96
1,65536,6301,6299,393.81,393.68
2,16,716710,716705,10.93,10.93
2,64,679736,679732,41.48,41.48
2,256,603523,603521,147.34,147.34
2,512,537786,537784,262.59,262.58
2,1024,397378,397152,388.06,387.84
2,4096,100083,100056,390.94,390.84
2,16384,25162,25156,393.15,393.06
2,65536,6302,6298,393.87,393.62
3,16,724517,724511,11.05,11.05
3,64,699955,699951,42.72,42.72
3,256,637491,637488,155.63,155.63
3,512,512998,512993,250.48,250.48
3,1024,385136,384861,376.10,375.84
3,4096,100086,100054,390.96,390.83
3,16384,25162,25156,393.15,393.06
3,65536,6301,6298,393.81,393.62
