Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,524847,524660,8.00,8.00
1,64,785462,785304,47.94,47.93
1,256,646453,646370,157.82,157.80
1,512,527701,527649,257.66,257.64
1,1024,373333,373298,364.58,364.54
1,4096,145235,145197,567.32,567.17
1,16384,37708,37695,589.18,588.98
1,65536,9461,9459,591.31,591.18
2,16,832479,832205,12.70,12.69
2,64,791815,791643,48.32,48.31
2,256,520217,520159,127.00,126.99
2,512,547969,547922,267.56,267.54
2,1024,331133,331095,323.37,323.33
2,4096,145784,145723,569.46,569.23
2,16384,29725,29714,464.45,464.28
2,65536,9461,9459,591.31,591.18
3,16,833902,833575,12.72,12.71
3,64,787494,787387,48.06,48.05
3,256,659711,659656,161.06,161.04
3,512,550847,550792,268.96,268.94
3,1024,398174,398135,388.84,388.80
3,4096,146297,146262,571.47,571.33
3,16384,37746,37723,589.78,589.42
3,65536,9461,9458,591.31,591.12
