Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,721826,721820,11.01,11.01
1,64,713885,713857,43.57,43.57
1,256,247179,246641,60.34,60.21
1,512,128129,127994,62.56,62.49
1,1024,65897,65838,64.35,64.29
1,4096,16805,16791,65.64,65.58
1,16384,4224,4221,66.00,65.95
1,65536,1056,1055,66.00,65.93
2,16,720486,720480,10.99,10.99
2,64,699822,699757,42.71,42.70
2,256,247182,246961,60.34,60.29
2,512,128104,127987,62.55,62.49
2,1024,65862,65799,64.31,64.25
2,4096,16796,16787,65.60,65.57
2,16384,4226,4222,66.03,65.96
2,65536,1056,1055,66.00,65.93
3,16,722220,722215,11.02,11.02
3,64,701851,701844,42.83,42.83
3,256,247035,246754,60.31,60.24
3,512,128163,127945,62.57,62.47
3,1024,65877,65801,64.33,64.25
3,4096,16795,16786,65.60,65.57
3,16384,4225,4222,66.01,65.96
3,65536,1056,1055,66.00,65.93
