Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,712617,712615,10.87,10.87
1,64,678053,678051,41.38,41.38
1,256,580491,580489,141.72,141.72
1,512,535781,535777,261.61,261.60
1,1024,416311,415766,406.55,406.02
1,4096,149647,149623,584.55,584.46
1,16384,26902,26900,420.34,420.31
1,65536,11735,11735,733.43,733.43
2,16,700527,700524,10.68,10.68
2,64,659726,659726,40.26,40.26
2,256,629689,629686,153.73,153.73
2,512,527989,527988,257.80,257.80
2,1024,413621,413348,403.92,403.66
2,4096,155604,155575,607.82,607.71
2,16384,29210,29208,456.40,456.37
2,65536,12026,12025,751.62,751.56
3,16,709933,709918,10.83,10.83
3,64,649541,649539,39.64,39.64
3,256,624218,624205,152.39,152.39
3,512,547052,546181,267.11,266.68
3,1024,401941,401881,392.52,392.46
3,4096,155554,155523,607.63,607.51
3,16384,26973,26969,421.45,421.39
3,65536,9460,9458,591.25,591.12
