Run,Size,RateLimit,Min,Median,P75,P95,P99,PubRate,PubBW,ConBW
1,16,10,0.21,0.38,0.39,0.45,0.47,10,0.00,0.00
1,16,100,0.12,0.30,0.32,0.38,0.44,100,0.00,0.00
1,16,1000,0.08,0.27,0.29,0.33,0.37,1000,0.01,0.01
1,16,5000,0.08,0.25,0.28,0.34,0.38,4998,0.07,0.07
1,16,10000,0.08,0.27,0.29,0.34,0.38,9993,0.15,0.15
1,16,50000,0.08,0.28,0.33,0.42,0.52,49817,0.76,0.76
1,16,100000,0.08,0.28,0.37,0.65,1.38,99218,1.51,1.51
1,16,250000,0.07,0.13,0.16,4.61,36.68,239060,3.64,3.64
1,16,500000,0.06,0.13,0.15,2.95,24.65,225308,3.43,3.43
2,16,10,0.12,0.36,0.39,0.46,0.50,10,0.00,0.00
2,16,100,0.11,0.29,0.31,0.36,0.40,100,0.00,0.00
2,16,1000,0.07,0.26,0.28,0.31,0.36,1000,0.01,0.01
2,16,5000,0.07,0.24,0.26,0.32,0.36,4998,0.07,0.07
2,16,10000,0.07,0.26,0.29,0.33,0.38,9993,0.15,0.15
2,16,50000,0.07,0.23,0.34,0.47,0.58,49811,0.76,0.76
2,16,100000,0.08,0.31,0.41,0.68,1.59,99245,1.51,1.51
2,16,250000,0.07,0.51,0.82,20.08,61.91,244014,3.72,3.72
2,16,500000,0.06,0.13,0.16,14.97,65.89,245072,3.73,3.73
3,16,10,0.12,0.29,0.33,0.39,0.45,10,0.00,0.00
3,16,100,0.12,0.31,0.35,0.44,0.49,100,0.00,0.00
3,16,1000,0.08,0.26,0.29,0.34,0.39,1000,0.01,0.01
3,16,5000,0.07,0.25,0.28,0.32,0.38,4998,0.07,0.07
3,16,10000,0.06,0.26,0.29,0.34,0.38,9993,0.15,0.15
3,16,50000,0.07,0.29,0.35,0.46,0.56,49817,0.76,0.76
3,16,100000,0.07,0.31,0.41,0.91,1.60,99235,1.51,1.51
3,16,250000,0.07,0.14,0.16,3.72,45.50,218008,3.32,3.32
3,16,500000,0.07,0.19,2.17,30.45,74.32,479594,7.31,7.31
1,64,10,0.14,0.37,0.40,0.44,0.47,10,0.00,0.00
1,64,100,0.11,0.29,0.31,0.38,0.41,100,0.00,0.00
1,64,1000,0.07,0.25,0.28,0.32,0.37,1000,0.06,0.06
1,64,5000,0.07,0.25,0.28,0.34,0.37,4998,0.30,0.30
1,64,10000,0.07,0.27,0.30,0.34,0.40,9993,0.60,0.60
1,64,50000,0.08,0.28,0.35,0.45,0.56,49814,3.04,3.04
1,64,100000,0.07,0.29,0.37,0.74,1.68,99255,6.05,6.05
1,64,250000,0.07,0.60,1.02,33.42,78.93,245028,14.95,14.95
1,64,500000,0.06,0.20,4.85,31.06,55.07,481387,29.38,29.36
2,64,10,0.13,0.38,0.41,0.46,0.49,10,0.00,0.00
2,64,100,0.12,0.28,0.31,0.36,0.40,100,0.00,0.00
2,64,1000,0.08,0.27,0.29,0.33,0.37,1000,0.06,0.06
2,64,5000,0.07,0.26,0.28,0.33,0.37,4998,0.30,0.30
2,64,10000,0.07,0.27,0.29,0.34,0.38,9993,0.60,0.60
2,64,50000,0.08,0.30,0.35,0.43,0.57,49822,3.04,3.04
2,64,100000,0.06,0.30,0.44,1.31,1.80,99245,6.05,6.05
2,64,250000,0.07,0.13,0.16,3.04,36.52,225582,13.76,13.76
2,64,500000,0.07,0.19,1.81,31.14,74.39,480684,29.33,29.33
3,64,10,0.13,0.36,0.40,0.44,0.49,10,0.00,0.00
3,64,100,0.13,0.29,0.33,0.40,0.45,100,0.00,0.00
3,64,1000,0.07,0.26,0.28,0.33,0.37,1000,0.06,0.06
3,64,5000,0.07,0.26,0.29,0.32,0.37,4998,0.30,0.30
3,64,10000,0.07,0.28,0.32,0.40,0.47,9993,0.60,0.60
3,64,50000,0.07,0.22,0.33,0.48,0.58,49810,3.04,3.04
3,64,100000,0.08,0.28,0.37,1.25,1.91,99227,6.05,6.05
3,64,250000,0.06,0.13,0.16,2.82,34.14,204013,12.45,12.45
3,64,500000,0.07,0.18,0.24,19.07,44.07,459634,28.05,28.05
1,256,10,0.14,0.38,0.42,0.47,0.49,10,0.00,0.00
1,256,100,0.13,0.28,0.32,0.37,0.41,100,0.02,0.02
1,256,1000,0.08,0.27,0.29,0.34,0.38,1000,0.24,0.24
1,256,5000,0.07,0.26,0.29,0.33,0.38,4998,1.22,1.22
1,256,10000,0.07,0.27,0.29,0.34,0.40,9993,2.43,2.43
1,256,50000,0.08,0.30,0.35,0.49,0.66,49820,12.16,12.16
1,256,100000,0.09,0.45,0.67,1.19,2.44,99181,24.21,24.21
1,256,250000,0.08,0.65,0.81,1.38,12.39,245151,59.85,59.85
2,256,10,0.13,0.36,0.39,0.44,0.47,10,0.00,0.00
2,256,100,0.13,0.27,0.30,0.37,0.42,100,0.02,0.02
2,256,1000,0.08,0.27,0.29,0.33,0.38,1000,0.24,0.24
2,256,5000,0.08,0.26,0.29,0.34,0.38,4998,1.22,1.22
2,256,10000,0.07,0.28,0.31,0.35,0.41,9993,2.43,2.43
2,256,50000,0.08,0.21,0.31,0.45,0.59,49818,12.16,12.16
2,256,100000,0.09,0.40,0.51,0.86,2.32,99151,24.20,24.20
2,256,250000,0.07,0.70,1.04,35.83,79.69,245133,59.84,59.84
3,256,10,0.14,0.37,0.40,0.45,0.47,10,0.00,0.00
3,256,100,0.12,0.31,0.40,0.48,0.53,100,0.02,0.02
3,256,1000,0.07,0.26,0.29,0.32,0.37,1000,0.24,0.24
3,256,5000,0.07,0.25,0.30,0.34,0.38,4998,1.22,1.22
3,256,10000,0.07,0.27,0.29,0.34,0.40,9993,2.43,2.43
