Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,590802,590622,9.01,9.01
1,64,588435,588277,35.91,35.90
1,256,420804,420737,102.73,102.71
1,512,324080,324043,158.24,158.22
1,1024,231592,231574,226.16,226.14
1,4096,90471,90463,353.40,353.37
1,16384,28272,28270,441.75,441.71
1,65536,2158,2158,134.87,134.87
2,16,606376,606161,9.25,9.24
2,64,576239,576119,35.17,35.16
2,256,432019,431952,105.47,105.45
2,512,385941,385896,188.44,188.42
2,1024,237776,237753,232.20,232.18
2,4096,72369,72360,282.69,282.65
2,16384,27902,27900,435.96,435.93
2,65536,2159,2158,134.93,134.87
3,16,39468,4415,.60,.06
3,64,47364,0,2.89,0
3,256,79972,0,19.52,0
3,512,49299,0,24.07,0
3,1024,22913,0,22.37,0
3,4096,5579,0,21.79,0
3,16384,1279,0,19.98,0
3,65536,370,0,23.12,0
