Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,700377,700372,10.68,10.68
1,64,688521,687979,42.02,41.99
1,256,247045,246991,60.31,60.30
1,512,128123,128091,62.56,62.54
1,1024,65759,65724,64.21,64.18
1,4096,16803,16831,65.63,65.74
1,16384,4225,4228,66.01,66.06
1,65536,1721,1722,107.56,107.62
2,16,454192,454186,6.93,6.93
2,64,687643,687638,41.97,41.97
2,256,246858,246793,60.26,60.25
2,512,128170,128135,62.58,62.56
2,1024,65858,65859,64.31,64.31
2,4096,16805,16824,65.64,65.71
2,16384,4224,4228,66.00,66.06
2,65536,1716,1717,107.25,107.31
3,16,455159,454423,6.94,6.93
3,64,692733,692728,42.28,42.28
3,256,247015,246862,60.30,60.26
3,512,128160,128056,62.57,62.52
3,1024,65742,65718,64.20,64.17
3,4096,16804,16819,65.64,65.69
3,16384,4225,4226,66.01,66.03
3,65536,1739,1741,108.68,108.81
