Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,656644,656640,10.01,10.01
1,64,664895,664892,40.58,40.58
1,256,597847,597843,145.95,145.95
1,512,472820,472819,230.86,230.86
1,1024,405388,260705,395.88,254.59
1,4096,99019,99013,386.79,386.76
1,16384,25429,25428,397.32,397.31
1,65536,6864,6864,429.00,429.00
2,16,677291,677161,10.33,10.33
2,64,652095,652092,39.80,39.80
2,256,602738,602735,147.15,147.15
2,512,471536,471481,230.24,230.21
2,1024,383891,320418,374.89,312.90
2,4096,98874,98867,386.22,386.19
2,16384,25440,25437,397.50,397.45
2,65536,6861,6860,428.81,428.75
3,16,670085,670083,10.22,10.22
3,64,660608,660604,40.32,40.32
3,256,593386,593384,144.86,144.86
3,512,470186,469375,229.58,229.18
3,1024,390827,302951,381.66,295.85
3,4096,98836,98830,386.07,386.05
3,16384,25447,25445,397.60,397.57
3,65536,6847,6846,427.93,427.87
