Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,875834,875598,13.36,13.36
1,64,816974,816835,49.86,49.85
1,256,639490,639441,156.12,156.11
1,512,494099,494078,241.25,241.24
1,1024,331896,331876,324.11,324.09
1,4096,120968,120960,472.53,472.50
1,16384,33780,33777,527.81,527.76
1,65536,2308,2308,144.25,144.25
2,16,874028,873803,13.33,13.33
2,64,810412,810300,49.46,49.45
2,256,631955,631915,154.28,154.27
2,512,492214,492183,240.33,240.32
2,1024,332079,332056,324.29,324.27
2,4096,119151,119145,465.43,465.41
2,16384,33078,33076,516.84,516.81
2,65536,2011,2011,125.68,125.68
3,16,883279,883003,13.47,13.47
3,64,817071,816938,49.87,49.86
3,256,626747,626670,153.01,152.99
3,512,490887,490851,239.69,239.67
3,1024,335704,335681,327.83,327.81
3,4096,66320,66308,259.06,259.01
3,16384,4927,4930,76.98,77.03
3,65536,1599,1600,99.93,100.00
