Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,210337,104838,3.20,1.59
1,64,264182,132062,16.12,8.06
1,256,287774,143923,70.25,35.13
1,512,267274,133815,130.50,65.33
1,1024,260880,130555,254.76,127.49
2,16,265920,133039,4.05,2.03
2,64,258750,129439,15.79,7.90
2,256,259106,128860,63.25,31.45
2,512,287272,143785,140.26,70.20
2,1024,200422,100408,195.72,98.05
3,16,257064,128483,3.92,1.96
3,64,263796,131809,16.10,8.04
3,256,244158,122191,59.60,29.83
3,512,204208,102319,99.71,49.96
3,1024,179206,89853,175.00,87.74
