Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,267674,133836,4.08,2.04
1,64,264588,132276,16.14,8.07
1,256,248162,123653,60.58,30.18
1,512,273198,136689,133.39,66.74
1,1024,246770,123465,240.98,120.57
2,16,273883,137067,4.17,2.09
2,64,249020,124649,15.19,7.60
2,256,272302,136164,66.47,33.24
2,512,257572,129127,125.76,63.05
2,1024,217714,108810,212.61,106.25
3,16,162724,81351,2.48,1.24
3,64,265698,132834,16.21,8.10
3,256,209326,104546,51.10,25.52
3,512,298954,149543,145.97,73.01
3,1024,258074,129127,252.02,126.10
