Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,365414,182788,5.57,2.78
1,64,336458,168225,20.53,10.26
1,256,325116,162658,79.37,39.71
1,512,334898,167377,163.52,81.72
1,1024,337424,168864,329.51,164.90
2,16,343900,171799,5.24,2.62
2,64,330219,163340,20.15,9.96
2,256,332694,166338,81.22,40.60
2,512,334250,167029,163.20,81.55
2,1024,319802,159916,312.30,156.16
3,16,342064,171007,5.21,2.60
3,64,343584,171794,20.97,10.48
3,256,334690,167627,81.71,40.92
3,512,336796,168387,164.45,82.22
3,1024,339368,168978,331.41,165.01
