Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,360954,181583,5.50,2.77
1,64,321020,160948,19.59,9.82
1,256,319242,159552,77.93,38.95
1,512,332150,165979,162.18,81.04
1,1024,254674,127218,248.70,124.23
2,16,281620,140750,4.29,2.14
2,64,340118,170056,20.75,10.37
2,256,336600,168308,82.17,41.09
2,512,267098,133516,130.41,65.19
2,1024,321290,160524,313.75,156.76
3,16,340266,170574,5.19,2.60
3,64,308162,154206,18.80,9.41
3,256,330050,165036,80.57,40.29
3,512,332552,166302,162.37,81.20
3,1024,333782,166838,325.95,162.92
