Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,273202,136423,4.16,2.08
1,64,264542,131974,16.14,8.05
1,256,263748,131566,64.39,32.12
1,512,245896,122995,120.06,60.05
1,1024,288862,144541,282.09,141.15
2,16,276572,138109,4.22,2.10
2,64,214732,107368,13.10,6.55
2,256,266602,132822,65.08,32.42
2,512,264700,131222,129.24,64.07
2,1024,181946,90893,177.68,88.76
3,16,206952,103464,3.15,1.57
3,64,169142,84415,10.32,5.15
3,256,207072,103512,50.55,25.27
3,512,243292,121556,118.79,59.35
3,1024,175696,87931,171.57,85.87
