Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,332466,166130,5.07,2.53
1,64,262710,130377,16.03,7.95
1,256,327542,163756,79.96,39.97
1,512,325172,162715,158.77,79.45
1,1024,329458,164715,321.73,160.85
2,16,354516,177241,5.40,2.70
2,64,343140,171565,20.94,10.47
2,256,330758,165432,80.75,40.38
2,512,308408,154200,150.58,75.29
2,1024,294996,147443,288.08,143.98
3,16,364160,182133,5.55,2.77
3,64,347716,173820,21.22,10.60
3,256,326724,163297,79.76,39.86
3,512,327608,163846,159.96,80.00
3,1024,327304,163996,319.63,160.15
