Run,Size,PubRate,ConRate,PubBW,ConBW
1,16,277084,137811,4.22,2.10
1,64,208006,104267,12.69,6.36
1,256,207606,103897,50.68,25.36
1,512,220266,110117,107.55,53.76
1,1024,270892,135736,264.54,132.55
2,16,189027,94108,2.88,1.43
2,64,216686,108143,13.22,6.60
2,256,264570,132525,64.59,32.35
2,512,294676,147320,143.88,71.93
2,1024,259090,128924,253.01,125.90
3,16,183820,91906,2.80,1.40
3,64,183552,91775,11.20,5.60
3,256,294212,146929,71.82,35.87
3,512,180776,88742,88.26,43.33
3,1024,251790,126033,245.88,123.07
